player_id,first_name,last_name,team_abbrev,pos_1,pos_2,round_x,points,played,avg,avg3,avg5,price,median_score,id,league_id,user_team_id,round,pick,position,autopicked,time,DEF_norm_score_x,MID_norm_score_x,RUC_norm_score_x,FWD_norm_score_x,DEF_norm_score_y,MID_norm_score_y,RUC_norm_score_y,FWD_norm_score_y,DEF_norm_score,MID_norm_score,RUC_norm_score,FWD_norm_score,final_score
59,Darragh,Joyce,BRL,DEF,,24,28,6,51,45.6667,51.2,260400,52.875,,,,,,,,,,,,,,,,,,,,,
591,Marlion,Pickett,RIC,MID,FWD,24,43,13,55,50.3333,49.6,277600,58.3636,,,,,,,,,,,,,,,,,,,,,
592,Dion,Prestia,RIC,MID,,24,103,13,79.0769,87,88,433100,73.5,,,,,,,,,,,,,,,,,,,,,
593,Hugo,Ralphsmith,RIC,DEF,MID,24,40,18,52.7778,44.3333,46.8,245400,55.791650000000004,,,,,,,,,,,,,,,,,,,,,
595,Maurice,Rioli,RIC,FWD,,24,55,9,54.6667,37.6667,49.6,258300,56.6,,,,,,,,,,,,,,,,,,,,,
596,Jack,Ross,RIC,MID,,24,64,7,64,73.6667,73,381400,56.75,,,,,,,,,,,,,,,,,,,,,
606,Josh,Battle,STK,DEF,,24,60,23,84.3043,81,95,491200,80.0769,,,,,,,,,,,,,,,,,,,,,
608,Dan,Butler,STK,FWD,,24,31,16,40.1875,32,38.6,217600,37.333349999999996,,,,,,,,,,,,,,,,,,,,,
609,Ryan,Byrnes,STK,MID,,24,68,15,60.4,66,59.2,323700,60.4,,,,,,,,,,,,,,,,,,,,,
61,Ryan,Lester,BRL,DEF,,24,65,23,71.3913,59.3333,62.8,332900,71.7778,,,,,,,,,,,,,,,,,,,,,
612,Hunter,Clark,STK,MID,,24,85,11,76.4545,90,83.4,404600,75.6,,,,,,,,,,,,,,,,,,,,,
616,Paddy,Dow,STK,MID,,24,61,10,60.7,72.3333,56.8,319600,60.683350000000004,,,,,,,,,,,,,,,,,,,,,
617,Hugo,Garcia,STK,MID,FWD,24,47,8,45.625,30.6667,42.6,196400,49.083349999999996,,,,,,,,,,,,,,,,,,,,,
622,Jack,Higgins,STK,FWD,,24,76,20,70.8,74,61,312800,75.5972,,,,,,,,,,,,-0.667,,,,-0.667,,,,-0.667,-0.667
623,Bradley,Hill,STK,MID,FWD,24,57,22,72.0909,65.6667,57.8,328600,76.89765,,,,,,,,,,,,-0.532,,,,-0.532,,,,-0.532,-0.532
625,Dougal,Howard,STK,DEF,,24,39,15,59.3333,63,62,328100,58.4167,,,,,,,,,,,,,,,,,,,,,
626,Zak,Jones,STK,MID,,24,83,13,60.9231,79,77.2,374200,49.5,,,,,,,,,,,,,,,,,,,,,
63,Kai,Lohmann,BRL,FWD,,24,93,23,70.4783,75,81.6,396700,66.0833,,,,,,,,,,,,,,,,,,,,,
631,Tim,Membrey,STK,FWD,,24,56,19,63.4211,86,75.4,399700,60.8,,,,,,,,,,,,,,,,,,,,,
638,Cooper,Sharman,STK,FWD,,24,64,18,56.3333,71.3333,74,354900,50.102599999999995,,,,,,,,,,,,,,,,,,,,,
641,Liam,Stocker,STK,DEF,,24,36,16,52.625,52.6667,53.4,280300,52.38095,,,,,,,,,,,,,,,,,,,,,
644,Jimmy,Webster,STK,DEF,,24,54,15,61.7333,48.6667,54,288900,65,,,,,,,,,,,,,,,,,,,,,
646,Darcy,Wilson,STK,MID,FWD,24,91,23,65.3043,75.3333,72,334000,64.1364,,,,,,,,,,,,,,,,,,,,,
650,Joel,Amartey,SYD,FWD,,24,60,22,55.5455,57.3333,59,307100,47.2538,,,,,,,,,,,,,,,,,,,,,
654,Braeden,Campbell,SYD,DEF,MID,24,67,20,50.05,73,68.2,324200,45.8125,,,,,,,,,,,,,,,,,,,,,
655,Caiden,Cleary,SYD,MID,,24,35,5,28.8,33.3333,28.8,131000,27,,,,,,,,,,,,,,,,,,,,,
656,Harry,Cunningham,SYD,DEF,,24,86,20,54.3,69.6667,67.6,294000,55.1282,,,,,,,,,,,,,,,,,,,,,
658,Oliver,Florent,SYD,DEF,,24,100,23,78.913,95,79,399500,79.4286,,,,,,,,,,,,,,,,,,,,,
659,Robbie,Fox,SYD,DEF,FWD,24,5,16,49.4375,21.3333,45,236600,53.77145,,,,,,,,,,,,,,,,,,,,,
660,Aaron,Francis,SYD,DEF,,24,37,5,49.6,41.6667,49.6,260000,52.75,,,,,,,,,,,,,,,,,,,,,
665,Will,Hayward,SYD,FWD,,24,32,23,67.3478,66.6667,54.8,318700,69.4118,,,,,,,,,,,,,,,,,,,,,
675,Logan,McDonald,SYD,FWD,,24,71,23,62.7391,63.3333,57.8,304800,63.8889,,,,,,,,,,,,,,,,,,,,,
678,Lewis,Melican,SYD,DEF,,24,73,21,52.4286,54,56.2,265700,51.4,,,,,,,,,,,,,,,,,,,,,
679,Callum,Mills,SYD,MID,,24,98,6,73.6667,87,77.4,414500,61.875,,,,,,,,,,,,,,,,,,,,,
683,Dane,Rampe,SYD,DEF,,24,42,18,56.8333,47.3333,42,253100,61.8407,,,,,,,,,,,,,,,,,,,,,
685,Matt,Roberts,SYD,DEF,MID,24,118,20,80.7,107.333,113.6,501500,76.44445,,,,,,,,,,,,,,,,,,,,,
69,Conor,McKenna,BRL,DEF,,24,56,14,56,35.3333,46.2,242900,61.540400000000005,,,,,,,,,,,,,,,,,,,,,
696,Lachlan,Bramble,WBD,DEF,MID,24,40,23,72.7391,64,78,400700,72.6316,,,,,,,,,,,,,,,,,,,,,
704,Sam,Darcy,WBD,FWD,,24,80,20,79.25,101.333,87.8,446800,76.15455,,,,,,,,,,,,-0.609,,,,-0.609,,,,-0.609,-0.609
705,Taylor,Duryea,WBD,DEF,,24,67,21,60.1905,60.6667,57.8,289200,62.7273,,,,,,,,,,,,,,,,,,,,,
707,Joel,Freijah,WBD,MID,FWD,24,61,12,68.75,86.6667,71.2,363900,64.7,,,,,,,,,,,,,,,,,,,,,
708,Harvey,Gallagher,WBD,FWD,MID,24,68,19,46.1053,50,46.6,222800,45.9286,,,,,,,,,,,,,,,,,,,,,
71,Logan,Morris,BRL,FWD,,24,53,15,53.7333,50.6667,60,284700,52.2222,,,,,,,,,,,,,,,,,,,,,
713,Arthur,Jones,WBD,FWD,,24,40,1,40,40,40,190900,40,,,,,,,,,,,,,,,,,,,,,
714,Liam,Jones,WBD,DEF,,24,40,20,70.3,51,62,337600,71.80355,,,,,,,,,,,,,,,,,,,,,
718,Rory,Lobb,WBD,FWD,,24,57,15,69.9333,61.3333,69.2,388000,64.1111,,,,,,,,,,,,,,,,,,,,,
720,Lachlan,McNeil,WBD,FWD,,24,41,11,61.6364,76.6667,65.2,333900,58.6667,,,,,,,,,,,,,,,,,,,,,
722,James,O'Donnell,WBD,DEF,,24,42,13,51.6923,41,52.2,258900,50.8182,,,,,,,,,,,,,,,,,,,,,
731,Jamarra,Ugle-Hagan,WBD,FWD,,24,34,21,65.9524,54,73,384500,61.3333,,,,,,,,,,,,,,,,,,,,,
732,Laitham,Vandermeer,WBD,DEF,FWD,24,16,23,48.1739,42.3333,44.2,235000,50.9375,,,,,,,,,,,,,,,,,,,,,
733,Cody,Weightman,WBD,FWD,,24,96,16,69.8125,66.6667,68.4,344800,69.4618,,,,,,,,,,,,,,,,,,,,,
735,Bailey,Williams,WBD,MID,,24,90,23,76.9565,75.6667,79.8,381500,77.0952,,,,,,,,,,,,,,,,,,,,,
736,Oscar,Allen,WCE,FWD,,24,29,11,55.4545,63.6667,62.4,340400,50,,,,,,,,,,,,,,,,,,,,,
740,Rhett,Bazzo,WCE,DEF,,24,25,1,25,25,25,178800,25,,,,,,,,,,,,,,,,,,,,,
743,Campbell,Chesser,WCE,MID,,24,47,18,44.3889,36.3333,38,208800,44.006550000000004,,,,,,,,,,,,,,,,,,,,,
744,Tom,Cole,WCE,DEF,,24,66,23,67.1304,65.6667,70.4,354300,66.2857,,,,,,,,,,,,,,,,,,,,,
745,Jamie,Cripps,WCE,FWD,,24,57,23,74.2174,74,76.6,378600,75,,,,,,,,,,,,-0.729,,,,-0.729,,,,-0.729,-0.729
747,Jack,Darling,WCE,FWD,,24,46,21,55.5714,41.3333,50.6,274900,57.125,,,,,,,,,,,,,,,,,,,,,
748,Tyrell,Dewar,WCE,FWD,,24,57,7,34.2857,47.6667,41.6,187000,26,,,,,,,,,,,,,,,,,,,,,
750,Harry,Edwards,WCE,DEF,,24,47,9,55.8889,35.6667,48.8,240900,64.75,,,,,,,,,,,,,,,,,,,,,
754,Reuben,Ginbey,WCE,MID,,24,30,23,69.3913,54.6667,68,377900,67.8235,,,,,,,,,,,,,,,,,,,,,
755,Clay,Hall,WCE,MID,,24,37,3,34.3333,34.3333,34.3333,132900,34.3333,,,,,,,,,,,,,,,,,,,,,
757,Brady,Hough,WCE,DEF,,24,18,23,62.5652,46.3333,54.2,337200,58.6,,,,,,,,,,,,,,,,,,,,,
758,Jayden,Hunt,WCE,DEF,MID,24,80,20,66.65,69.3333,68.4,362100,66.00704999999999,,,,,,,,,,,,,,,,,,,,,
760,Harvey,Johnston,WCE,MID,FWD,24,38,6,30.6667,35.3333,34.6,157800,25.875,,,,,,,,,,,,,,,,,,,,,
765,Ryan,Maric,WCE,FWD,,24,39,19,41.5263,53.6667,54.8,256000,37.5833,,,,,,,,,,,,,,,,,,,,,
767,Jack,Petruccelle,WCE,FWD,,24,56,16,50.625,44,45.6,236800,52.95455,,,,,,,,,,,,,,,,,,,,,
775,Jake,Waterman,WCE,FWD,,24,86,20,83.1,65,70.2,356300,88.1643,,,,,,,,,,,,0.634,,,,0.634,,,,0.634,0.634
776,Bailey J.,Williams,WCE,RUC,,24,99,23,68.6087,79.6667,75.6,356100,68.9231,,,,,,,,,,,,,,,,,,,,,
777,Jack,Williams,WCE,FWD,RUC,24,50,18,53.5,45.6667,64.6,297000,51.72855,,,,,,,,,,,,,,,,,,,,,
784,Patrick,Voss,FRE,FWD,,24,56,7,46.1429,47.3333,47.4,207800,44.5,,,,,,,,,,,,,,,,,,,,,
788,Wil,Parker,COL,DEF,,24,100,5,42,57,42,165200,27.5,,,,,,,,,,,,,,,,,,,,,
79,Harry,Sharp,BRL,MID,,24,6,6,39,19.6667,31,184900,51.96665,,,,,,,,,,,,,,,,,,,,,
793,Cooper,Lord,CAR,MID,,24,88,2,78.5,78.5,78.5,102400,73.75,,,,,,,,,,,,,,,,,,,,,
799,Logan,Evans,PTA,DEF,,24,104,10,68.9,69.3333,60.4,308700,68.6905,,,,,,,,,,,,,,,,,,,,,
8,Daniel,Curtin,ADE,DEF,MID,24,58,7,32.7143,51.3333,35.4,174500,26,,,,,,,,,,,,,,,,,,,,,
804,Jack,Hutchinson,WCE,FWD,,24,102,7,48.1429,60.3333,58.2,216400,39.2,,,,,,,,,,,,,,,,,,,,,
807,Brynn,Teakle,NTH,RUC,,24,18,11,45.3636,38.6667,38.4,235100,51.1667,,,,,,,,,,,,,,,,,,,,,
84,Darcy,Wilmot,BRL,DEF,,24,87,23,83.3478,71.3333,82.2,420500,81.75,,,,,,,,,,,,,,,,,,,,,
89,Jaxon,Binns,CAR,MID,,24,66,3,45.3333,45.3333,45.3333,152900,35,,,,,,,,,,,,,,,,,,,,,
91,Jack,Carroll,CAR,FWD,MID,24,38,15,41.6667,49,45.8,206000,48,,,,,,,,,,,,,,,,,,,,,
94,Alex,Cincotta,CAR,DEF,,24,47,16,48.9375,52,48.2,249400,48.6143,,,,,,,,,,,,,,,,,,,,,
96,Lachlan,Cowan,CAR,DEF,,24,43,16,61.0625,71.3333,60.8,337600,58.929500000000004,,,,,,,,,,,,,,,,,,,,,
