SC ID,SC Feed ID,SC Player Name,first_name,last_name,Fanfooty Player ID,Fanfooty Player Name,Footywire Name,AFL ID,AFL Name,Team,Position,Date of Birth,Jumper Number
724,296211,Lewis Taylor,Lewis,Taylor,,,,,,SYD,MID,,
725,294663,Jackson Thurlow,Jackson,Thurlow,,,,,,SYD,DEF,,
726,1012014,Chad Warner,Chad,Warner,,,,,,SYD,MID,,
727,1006232,Samuel Wicks,Samuel,Wicks,,,,,,SYD,MID,,
728,297373,Marcus Bontempelli,Marcus,Bontempelli,,,,,,WBD,MID,,
729,291492,Josh Bruce,Josh,Bruce,,,,,,WBD,FWD,,
730,1011992,Louis Butler,Louis,Butler,,,,,,WBD,DEF MID,,
731,296070,Ben Cavarra,Ben,Cavarra,,,,,,WBD,FWD,,
732,991939,Zaine Cordy,Zaine,Cordy,,,,,,WBD,DEF,,
733,293651,Hayden Crozier,Hayden,Crozier,,,,,,WBD,DEF,,
734,996708,Bailey Dale,Bailey,Dale,,,,,,WBD,FWD,,
735,295136,Caleb Daniel,Caleb,Daniel,,,,,,WBD,DEF,,
736,295712,Tory Dickson,Tory,Dickson,,,,,,WBD,FWD,,
737,993834,Josh Dunkley,Josh,Dunkley,,,,,,WBD,MID,,
738,290085,Taylor Duryea,Taylor,Duryea,,,,,,WBD,DEF,,
739,1004592,Tim English,Tim,English,,,,,,WBD,RUC,,
740,1006533,Riley Garcia,Riley,Garcia,,,,,,WBD,MID,,
741,997501,Ryan Gardner,Ryan,Gardner,,,,,,WBD,FWD,,
742,298277,Billy Gowers,Billy,Gowers,,,,,,WBD,FWD,,
743,1006303,Fergus Greene,Fergus,Greene,,,,,,WBD,FWD,,
744,991976,Will Hayes,Will,Hayes,,,,,,WBD,MID,,
745,294557,Lachie Hunter,Lachie,Hunter,,,,,,WBD,MID,,
746,294101,Jason Johannisen,Jason,Johannisen,,,,,,WBD,DEF,,
747,295313,Lin Jong,Lin,Jong,,,,,,WBD,MID,,
748,290797,Alex Keath,Alex,Keath,,,,,,WBD,DEF,,
749,998782,Buku Khamis,Buku,Khamis,,,,,,WBD,DEF,,
750,290799,Tom Liberatore,Tom,Liberatore,,,,,,WBD,MID,,
751,1003130,Patrick Lipinski,Patrick,Lipinski,,,,,,WBD,FWD MID,,
752,290073,Sam Lloyd,Sam,Lloyd,,,,,,WBD,FWD,,
753,994410,Brad Lynch,Brad,Lynch,,,,,,WBD,DEF,,
754,295467,Jack Macrae,Jack,Macrae,,,,,,WBD,MID,,
755,996483,Toby McLean,Toby,McLean,,,,,,WBD,FWD,,
756,1002404,Aaron Naughton,Aaron,Naughton,,,,,,WBD,FWD,,
757,1002383,Callum Porter,Callum,Porter,,,,,,WBD,MID,,
758,1008280,Ed Richards,Ed,Richards,,,,,,WBD,FWD MID,,
759,993841,Josh Schache,Josh,Schache,,,,,,WBD,FWD,,
760,1006130,Bailey Smith,Bailey,Smith,,,,,,WBD,FWD MID,,
761,992054,Roarke Smith,Roarke,Smith,,,,,,WBD,FWD MID,,
762,270732,Matthew Suckling,Matthew,Suckling,,,,,,WBD,DEF,,
763,992330,Jordon Sweet,Jordon,Sweet,,,,,,WBD,RUC,,
764,280013,Jackson Trengove,Jackson,Trengove,,,,,,WBD,DEF,,
765,1005000,Laitham Vandermeer,Laitham,Vandermeer,,,,,,WBD,FWD MID,,
766,291545,Mitch Wallis,Mitch,Wallis,,,,,,WBD,FWD MID,,
767,1011803,Cody Weightman,Cody,Weightman,,,,,,WBD,FWD,,
768,1006127,Rhylee West,Rhylee,West,,,,,,WBD,FWD,,
769,992351,Bailey Williams,Bailey,Williams,,,,,,WBD,DEF,,
770,281139,Easton Wood,Easton,Wood,,,,,,WBD,DEF,,
771,1004909,Lachlan Young,Lachlan,Young,,,,,,WBD,DEF,,
772,997316,Lewis Young,Lewis,Young,,,,,,WBD,DEF,,
773,291947,Brendon Ah Chee,Brendon,Ah Chee,,,,,,WCE,MID,,
774,1004356,Brayden Ainsworth,Brayden,Ainsworth,,,,,,WCE,MID,,
775,1004385,Oscar Allen,Oscar,Allen,,,,,,WCE,FWD,,
776,990290,Tom Barrass,Tom,Barrass,,,,,,WCE,DEF,,
777,1002300,Jarrod Brander,Jarrod,Brander,,,,,,WCE,DEF FWD,,
778,998107,Hamish Brayshaw,Hamish,Brayshaw,,,,,,WCE,MID,,
779,1005793,Jarrod Cameron,Jarrod,Cameron,,,,,,WCE,FWD,,
780,993820,Thomas Cole,Thomas,Cole,,,,,,WCE,DEF,,
781,290826,Jamie Cripps,Jamie,Cripps,,,,,,WCE,FWD,,
782,290838,Jack Darling,Jack,Darling,,,,,,WCE,FWD,,
783,298268,Liam Duggan,Liam,Duggan,,,,,,WCE,DEF,,
784,1011437,Harry Edwards,Harry,Edwards,,,,,,WCE,DEF,,
785,1005599,Luke Foley,Luke,Foley,,,,,,WCE,DEF,,
786,290801,Andrew Gaff,Andrew,Gaff,,,,,,WCE,MID,,
787,294266,Tom Hickey,Tom,Hickey,,,,,,WCE,RUC,,
788,240283,Shannon Hurn,Shannon,Hurn,,,,,,WCE,DEF,,
789,281052,Mark Hutchings,Mark,Hutchings,,,,,,WCE,MID,,
790,1011243,Callum Jamieson,Callum,Jamieson,,,,,,WCE,RUC,,
791,281281,Lewis Jetta,Lewis,Jetta,,,,,,WCE,DEF,,
792,1011464,Ben Johnson,Ben,Johnson,,,,,,WCE,DEF,,
793,295898,Tim Kelly,Tim,Kelly,,,,,,WCE,MID,,
794,240406,Josh J. Kennedy,Josh J.,Kennedy,,,,,,WCE,FWD,,
795,294859,Jeremy McGovern,Jeremy,McGovern,,,,,,WCE,DEF,,
796,271045,Nic Naitanui,Nic,Naitanui,,,,,,WCE,RUC,,
797,298298,Jackson Nelson,Jackson,Nelson,,,,,,WCE,DEF,,
798,1009353,Mitchell O'Neill,Mitchell,O'Neill,,,,,,WCE,MID,,
799,1008282,Xavier O'Neill,Xavier,O'Neill,,,,,,WCE,MID,,
800,1006550,Jack Petruccelle,Jack,Petruccelle,,,,,,WCE,FWD,,
801,281373,Jack Redden,Jack,Redden,,,,,,WCE,MID,,
802,296225,Willie Rioli,Willie,Rioli,,,,,,WCE,FWD,,
803,997823,Josh Rotham,Josh,Rotham,,,,,,WCE,DEF,,
804,1004364,Liam Ryan,Liam,Ryan,,,,,,WCE,FWD,,
805,261214,Will Schofield,Will,Schofield,,,,,,WCE,DEF,,
806,296296,Dom Sheed,Dom,Sheed,,,,,,WCE,MID,,
807,281080,Brad Sheppard,Brad,Sheppard,,,,,,WCE,DEF,,
808,280078,Luke Shuey,Luke,Shuey,,,,,,WCE,MID,,
809,1001412,Anthony Treacy,Anthony,Treacy,,,,,,WCE,FWD,,
810,280959,Nathan Vardy,Nathan,Vardy,,,,,,WCE,RUC,,
811,998414,Daniel Venables,Daniel,Venables,,,,,,WCE,FWD,,
812,996554,Jake Waterman,Jake,Waterman,,,,,,WCE,FWD,,
813,298474,Francis Watson,Francis,Watson,,,,,,WCE,DEF,,
814,1006114,Bailey Williams,Bailey,Williams,,,,,,WCE,DEF,,
815,292128,Elliot Yeo,Elliot,Yeo,,,,,,WCE,MID,,
816,291773,Jack Newnes,Jack,Newnes,,,,,,CAR,MID,,
